,Id,Retweets#,Favorites#,Mentions#,SenderId,SenderAccountYears,SenderFavorites#,SenderFollowings#,SenderFollowers#,SenderStatues#,Words#,TWords#,UWords#,SlangWords#,AvgWordLength,IsCyberbullying_encode
1410,1160235406987792384,0.0,0,1,2234847224,6,33477,486,0.0,5155,12,1,0,0,5.0,0
1411,1160239190321188864,0.0,0,0,1655184408,6,4891,344,0.0,308,9,8,8,1,4.0,1
1412,1160260913800331264,14.0,51,0,1204947727,6,8652,238,14.0,9052,37,6,0,0,5.0,0
1413,1160295826134056960,0.0,0,1,1400281728,6,127825,166,0.0,18006,4,1,0,1,6.0,1
1414,1160341068736540672,0.0,0,0,1389102907,6,10201,193,0.0,6964,33,0,0,1,5.0,1
1415,1160499669153329152,0.0,0,0,1104598410,6,3346,242,0.0,10737,21,0,0,2,5.0,1
1417,1160560044628463616,0.0,0,1,1074898226,6,99569,838,0.0,16185,15,15,15,2,4.0,1
1418,1160590232544264192,0.0,0,0,1125828146,6,7489,99,0.0,955,14,0,0,1,7.0,1
1421,1160620450399080448,0.0,0,1,1473210362,6,1664,89,0.0,1319,2,1,0,1,4.0,1
1422,1160624219438354432,0.0,0,0,1595643349,6,207,10,0.0,6696,33,7,2,1,5.0,1
1423,1160624229911605248,0.0,0,1,1962538429,6,10477,95,0.0,2644,3,1,0,1,3.0,1
1424,1160624231366963200,0.0,0,2,1593473461,6,510,206,0.0,234,6,1,0,1,8.0,1
1425,1160643099783290880,0.0,0,1,1707701664,6,11997,305,0.0,2306,33,4,0,2,5.0,1
1426,1160718486475329536,0.0,0,0,1868556960,6,4533,132,0.0,4031,5,0,0,1,5.0,1
1427,1160722302859972608,0.0,0,0,1477614398,6,15683,153,0.0,3566,5,1,0,1,6.0,1
1428,1160794054445211648,0.0,0,1,1229298858,6,3845,604,0.0,249,8,2,0,1,7.0,1
1429,1160809187175206912,0.0,0,1,1708252398,6,362,83,0.0,532,11,3,1,1,6.0,1
1430,1160812971242795008,0.0,0,1,1541343890,6,84461,40,0.0,2191,6,6,6,1,3.0,1
1431,1160820512492273664,0.0,0,0,1531476654,6,8674,180,0.0,5372,7,0,0,1,6.0,1
1432,1160824278494961664,0.0,0,1,1978663008,6,4354,378,0.0,798,9,1,0,1,3.0,1
1433,1160850715570507776,0.0,1,0,1529877774,6,26592,595,0.0,5569,4,1,0,1,5.0,1
1434,1160850716002570240,0.0,0,1,1488580164,6,6665,130,0.0,4843,10,1,0,1,3.0,1
1435,1160858255712800768,0.0,0,0,1710651967,6,5142,204,0.0,187,6,1,0,1,7.0,0
1437,1160892215746551808,0.0,0,1,1965753950,6,2355,1729,0.0,928,3,1,0,1,5.0,1
1439,1161220639228911616,0.0,0,0,1187462342,6,9446,497,0.0,2352,38,3,0,0,6.0,0
1440,1161239509838835712,0.0,0,0,1918244460,6,12081,382,0.0,34349,19,3,1,1,4.0,1
1441,1161243307311325184,0.0,0,2,1102219274,6,1412,68,0.0,89,4,0,0,1,5.0,1
1442,1161265946570502144,0.0,0,0,2159763476,6,9040,158,0.0,6352,9,1,0,1,5.0,0
1443,1161287290397896704,2.0,7,0,1587222510,6,8576,1613,2.0,12460,17,2,0,1,5.0,1
1444,1161469787278647296,0.0,0,0,2159939525,6,1864,104,0.0,3646,20,3,0,1,4.0,1
1446,1161488566574358528,0.0,0,1,1916940547,6,423,440,0.0,1388,5,2,0,1,4.0,1
1447,1161488684019060736,0.0,0,0,1484498474,6,51548,208,0.0,17153,13,1,0,1,5.0,1
1448,1161522647764799488,0.0,0,1,1116374802,6,12449,75,0.0,2875,6,1,1,1,11.0,1
1450,1161990720779104256,0.0,0,1,1706504288,6,784,77,0.0,517,11,1,0,1,5.0,1
1452,1162054891851923456,0.0,1,1,1112592216,6,10372,306,0.0,8420,11,2,0,1,4.0,1
1453,1162081331435769856,0.0,0,0,1182667512,6,159,29,0.0,2025,31,1,0,3,6.0,1
1454,1162088892666920960,0.0,0,1,1630762626,6,6364,66,0.0,2163,5,0,0,1,4.0,1
1455,1162141420146352128,5.0,45,0,1680520879,6,1232,114,5.0,2122,24,0,0,1,5.0,0
1456,1162228542198841344,0.0,0,1,1158242106,6,2313,242,0.0,3175,9,1,0,1,5.0,1
1457,1162239881004716032,0.0,0,1,1061240214,6,4499,285,0.0,7524,8,1,0,1,6.0,1
1458,1162292733630963712,0.0,0,1,1233885752,6,3034,240,0.0,5289,15,1,0,0,6.0,0
1459,1162296487713366016,0.0,0,1,1631247854,6,4537,334,0.0,7706,4,1,0,1,7.0,1
1460,1162343886116806656,1.0,2,0,1653722346,6,23934,120,1.0,13761,22,1,0,0,5.0,0
1461,1162364460327145472,0.0,2,1,2201835591,6,140753,686,0.0,17355,5,0,0,1,6.0,1
1462,1162398421241749504,0.0,0,0,1577212243,6,1330,94,0.0,201,12,1,0,0,5.0,0
1463,1162413527048577024,0.0,0,0,1090121719,6,12551,542,0.0,3096,12,0,0,1,5.0,1
1464,1162417282179620864,0.0,0,0,1205931960,6,454,146,0.0,127,28,2,0,0,5.0,0
1465,1162428614576627712,0.0,0,1,1861478424,6,313,114,0.0,87,5,1,0,1,4.0,1
1466,1162436168362934272,0.0,0,0,1627746378,6,12898,239,0.0,1825,20,3,0,1,5.0,0
1467,1162438799898619904,4.0,5,0,1108763210,6,125775,1356,4.0,73261,14,2,0,0,4.0,0
1471,1162556944302968832,0.0,0,0,1592238571,6,14327,698,0.0,38990,12,3,0,1,5.0,1
1474,1162704175156932608,0.0,0,0,2180655666,6,436,292,0.0,10826,15,1,0,2,5.0,1
1475,1162757024008081408,0.0,0,1,1477342068,6,6337,84,0.0,109,10,2,0,0,6.0,0
1476,1162775906219429888,0.0,0,0,1633644871,6,2146,543,0.0,2245,11,1,0,2,5.0,1
1477,1162806101198430208,0.0,0,0,1920039332,6,30,7,0.0,1,13,1,0,1,7.0,1
1478,1162806102058254336,0.0,0,1,1308484824,6,2385,61,0.0,2329,5,1,0,2,4.0,1
1479,1162856681681903616,14.0,337,0,1595490552,6,6117,696,14.0,3673,15,0,0,1,5.0,1
1481,1162900352569630720,0.0,0,0,1574714654,6,3559,162,0.0,3662,17,2,2,1,5.0,1
1482,1162907871417446400,0.0,0,1,1593118669,6,1340,229,0.0,3642,4,1,0,1,4.0,1
1483,1162953333314899968,0.0,0,2,1590961554,6,271,240,0.0,566,28,3,0,0,6.0,1
1484,1163009938836328448,0.0,0,1,1321025646,6,27102,406,0.0,16588,14,3,0,1,6.0,1
1485,1163042284742565888,16.0,22,0,1543044643,6,5157,154,16.0,9961,28,8,0,1,7.0,0
1486,1163047682979577856,0.0,0,0,1964546676,6,1793,479,0.0,504,16,1,0,1,5.0,1
1487,1163055253740240896,0.0,0,0,1829937656,6,14324,735,0.0,11119,5,1,0,1,5.0,1
1488,1163100552366047232,0.0,0,0,1612967948,6,70933,249,0.0,33060,25,2,0,1,4.0,1
1489,1163187383367536640,0.0,0,0,1436067440,6,17473,459,0.0,24502,12,1,0,1,4.0,1
1490,1163240214812332032,0.0,0,1,1664935375,6,2693,145,0.0,468,12,0,0,0,5.0,0
1491,1163266480064094208,0.0,1,0,1074898226,6,99569,838,0.0,16185,42,11,4,4,5.0,1
1492,1163315696429883392,0.0,0,1,1454564354,6,3827,142,0.0,1058,10,1,0,1,5.0,1
1493,1204705912021291008,0.0,0,2,2250717242,6,16828,415,0.0,11384,14,2,0,2,6.0,1
1495,1206272354965491712,0.0,0,0,1058493174,6,14314,84,0.0,22643,6,2,0,2,5.0,1
1496,1206291690904002560,0.0,2,0,1433736452,6,29907,303,0.0,9111,5,0,0,1,4.0,1
1498,1206869114578444288,0.0,0,0,1027093591,6,2975,400,0.0,7697,2,1,0,1,5.0,1
1499,1206877881940529152,0.0,2,2,1592641423,6,43186,1193,0.0,16946,11,1,0,1,5.0,1
1500,1207036402938077184,0.0,0,2,1496341016,6,1136,299,0.0,12137,2,1,0,1,7.0,1
1501,1207037160324362240,0.0,0,3,2250066480,6,513,44,0.0,80,6,1,0,2,6.0,1
1503,1207053506101829632,0.0,0,0,1872618408,6,916,100,0.0,513,21,1,0,0,5.0,1
1504,1207076536370765824,0.0,3,0,2198292978,6,84116,1148,0.0,29181,7,1,0,1,4.0,1
1506,1207093170670067712,0.0,0,1,2214458477,6,4,37,0.0,14,12,1,0,0,6.0,1
1507,1207102013953249280,0.0,1,2,2212865095,6,2863,1893,0.0,3436,7,0,0,1,6.0,1
1508,1207106292130701312,0.0,0,2,1731896106,6,41285,324,0.0,2928,10,1,0,1,6.0,1
1509,1207196003473993728,0.0,0,1,1072510440,6,3427,225,0.0,2250,26,1,0,1,6.0,1
1510,1207202587721768960,0.0,0,1,1332316526,6,2364,133,0.0,1971,21,1,0,2,5.0,1
1511,1207205292255174656,0.0,0,2,1258003405,6,547,474,0.0,11200,35,4,0,1,6.0,1
1512,1207228286008516608,0.0,0,2,1100585082,6,2475,312,0.0,722,11,1,0,1,5.0,1
1513,1207234717575200768,0.0,0,1,1032228744,6,2646,210,0.0,3526,14,1,0,0,5.0,1
1514,1207247101186510848,0.0,0,1,1487938699,6,486,397,0.0,518,2,0,0,2,6.0,1
1515,1207249315422507008,0.0,0,1,1136457163,6,8405,380,0.0,1468,6,2,0,1,6.0,1
1516,1207258645551034368,0.0,1,1,1052579714,6,3616,251,0.0,2529,7,2,0,0,5.0,1
1517,1207259493484109824,0.0,1,3,1613333166,6,6803,404,0.0,4010,29,1,1,3,4.0,1
1518,1207261147860209664,0.0,0,1,1576175898,6,80269,418,0.0,16714,4,1,0,2,7.0,1
1520,1207268046991216640,0.0,1,1,2172002474,6,10485,45,0.0,430,24,1,0,2,4.0,1
1522,1207271712473145344,0.0,0,0,1395535524,6,8918,347,0.0,5709,13,1,0,1,5.0,1
1523,1207272419833966592,0.0,1,3,1613333166,6,6803,404,0.0,4010,32,2,0,3,5.0,1
1524,1207273017887383552,0.0,12,0,1555475198,6,40264,284,0.0,43958,37,0,0,3,5.0,1
1525,1207278239498022912,0.0,0,2,2186590272,6,2569,140,0.0,2148,24,3,0,2,5.0,1
1526,1207278582311071744,0.0,0,1,1497878125,6,5289,102,0.0,991,2,1,0,1,3.0,1
1527,1207279166774763520,0.0,0,0,1622489180,6,2792,177,0.0,13954,12,1,0,1,4.0,0
1528,1207279264153899008,0.0,0,3,1731896106,6,41285,324,0.0,2928,5,1,0,1,4.0,1
1529,1207279946126823424,0.0,0,1,1138111958,6,19614,177,0.0,749,7,0,0,2,4.0,1
1531,1207281321329999872,0.0,0,1,1228608014,6,2122,225,0.0,2583,36,7,0,4,4.0,1
1533,1207289624667860992,0.0,0,1,1072104614,6,4298,1830,0.0,15936,26,4,0,2,5.0,1
1534,1207290951108050944,0.0,0,2,1109489755,6,9391,440,0.0,5013,10,1,0,2,6.0,1
1535,1207295501529440256,0.0,0,0,1581803857,6,9,508,0.0,14150,33,1,0,3,7.0,1
1536,1207299702728921088,0.0,0,0,1347077779,6,16638,211,0.0,12193,20,0,0,1,5.0,1
1537,1207301253484732416,0.0,0,1,1568241174,6,4624,103,0.0,623,3,1,0,0,6.0,1
1541,822930326934654976,6.0,11,0,2341769689,5,3731,116,6.0,16877,22,8,0,0,5.0,0
1549,939595482724290560,1.0,7,0,2380912224,5,10318,212,1.0,2330,16,2,0,0,6.0,0
1551,970653036661170176,5.0,16,0,2802152492,5,51071,534,5.0,66751,37,4,0,1,5.0,0
1555,1024371161105424384,1.0,4,0,2252718412,5,6378,282,1.0,6763,10,1,0,0,5.0,0
1558,1097930165378789376,15.0,30,0,2276514572,5,47945,348,15.0,51969,26,9,0,0,6.0,0
1559,1111122929176199168,5.0,35,0,2350128273,5,306999,930,5.0,6659,25,23,4,0,5.0,0
1562,1131339043155922944,1.0,15,0,2802444588,5,10704,70,1.0,11255,7,1,1,0,6.0,0
1568,1142784637162463232,1.0,9,0,2745630118,5,2981,460,1.0,910,10,1,0,1,8.0,1
1569,1142886453749436416,2.0,2,1,2879583861,5,16,134,2.0,322,8,2,0,0,8.0,0
1575,1149752679268343808,6.0,359,0,2278604394,5,11,6,6.0,1435,11,1,0,0,5.0,0
1577,1151877772601626624,5.0,92,1,2296070851,5,29705,92,5.0,1595,6,4,0,0,8.0,0
1583,1154648826541744128,6.0,36,0,2350128273,5,306999,930,6.0,6659,26,25,0,0,6.0,0
1584,1154958042217242624,3.0,29,0,2730922549,5,36958,938,3.0,8633,20,4,0,0,4.0,0
1587,1155515384667287552,5.0,47,0,2778852874,5,7643,692,5.0,816,2,2,0,0,9.0,0
1594,1157029623408017408,12.0,44,0,2480727261,5,118,7,12.0,754,17,1,0,0,6.0,0
1614,1158345480985862144,6.0,49,0,2592903120,5,871,378,6.0,198,45,9,0,0,4.0,0
1616,1158378012011835392,2.0,4,0,2799129191,5,35940,549,2.0,13719,6,2,0,0,6.0,0
1617,1158378217964806144,1.0,2,0,2559425282,5,182053,479,1.0,24685,7,3,0,0,6.0,0
1619,1158378341243785216,0.0,0,0,2830518207,5,12593,338,0.0,1952,13,2,0,0,5.0,0
1620,1158381951910391808,0.0,0,0,2626235178,5,5672,0,0.0,8,8,7,0,0,6.0,0
1621,1158384051633446912,1.0,16,0,2883752374,5,308,70,1.0,777,12,2,1,0,7.0,0
1622,1158385705560752128,0.0,0,0,2383839036,5,31767,230,0.0,2058,2,1,0,0,5.0,0
1624,1158385734191144960,0.0,0,1,2845620411,5,6534,355,0.0,334,3,1,1,0,5.0,0
1627,1158389503305953280,0.0,0,0,2749217027,5,8664,350,0.0,3083,15,2,0,0,5.0,0
1628,1158393261075107840,0.0,1,0,2647321333,5,2897,632,0.0,3556,2,1,0,0,5.0,0
1629,1158393264233431040,0.0,0,1,2266113744,5,84298,1076,0.0,24830,3,0,0,0,5.0,0
1631,1158397039044177920,0.0,0,1,2401144610,5,1204,35,0.0,4461,23,2,0,4,5.0,1
1632,1158397056819638272,0.0,1,0,2271626390,5,4164,97,0.0,2368,19,7,0,0,5.0,0
1633,1158397060237996032,0.0,0,2,2819975926,5,2954,609,0.0,1639,9,0,0,0,6.0,0
1637,1158400815184449536,0.0,0,0,2564880635,5,6129,285,0.0,4764,6,2,0,0,8.0,0
1638,1158400822197325824,0.0,0,0,2769366899,5,796,164,0.0,943,9,1,0,0,4.0,0
1639,1158400822557827072,0.0,0,0,2539787776,5,8059,76,0.0,2812,15,1,0,0,5.0,0
1640,1158400833886834688,0.0,0,2,2809762004,5,12972,228,0.0,2390,7,1,0,0,4.0,0
1643,1158431017297838080,0.0,0,0,2256520242,5,1068,159,0.0,1292,4,1,0,0,5.0,0
1645,1158436356386955264,17.0,22,0,2837020661,5,10343,849,17.0,22235,22,8,0,0,6.0,0
1646,1158441917107101696,13.0,12,2,2916092691,5,70,64,13.0,13,3,1,0,0,12.0,0
1647,1158480102923145216,0.0,0,0,2561619132,5,77819,121,0.0,25053,17,0,0,1,5.0,1
1648,1158483878539120640,0.0,0,0,2729394162,5,6928,144,0.0,11076,9,1,0,2,6.0,1
1649,1158532925383729152,0.0,0,0,2616297937,5,1072,191,0.0,908,8,1,0,2,7.0,1
1650,1158540414611349504,0.0,6,0,2614333226,5,195113,912,0.0,13789,17,1,0,1,5.0,1
1652,1158634857704108032,0.0,0,1,2547525852,5,2274,57,0.0,278,7,1,0,1,6.0,1
1653,1158634869498531840,0.0,0,0,2326797017,5,5708,855,0.0,5425,9,2,0,0,6.0,1
1654,1158657511299440640,0.0,0,0,2879538309,5,16012,158,0.0,3263,13,1,0,1,6.0,1
1655,1158657524532486144,0.0,0,1,2909459163,5,2967,149,0.0,2500,7,1,0,2,4.0,1
1656,1158699052231471104,0.0,0,0,2510533471,5,10460,181,0.0,3015,5,0,0,1,6.0,0
1659,1158734908472332288,0.0,0,0,2734734164,5,2134,125,0.0,1935,20,2,0,2,6.0,1
1660,1158738771757547520,0.0,2,0,2383898058,5,214171,536,0.0,65213,10,2,0,1,4.0,0
1662,1158819843883356160,0.0,0,1,2264615750,5,20412,728,0.0,29183,5,1,0,1,3.0,1
1663,1158846258183921664,0.0,0,1,2475540650,5,4777,85,0.0,1865,2,0,0,0,4.0,0
1664,1158863043406815232,12.0,319,0,2808366991,5,35178,563,12.0,4784,6,6,6,1,6.0,1
1665,1158891551227088896,0.0,0,0,2523038911,5,337,108,0.0,780,5,1,0,1,6.0,1
1666,1158891563436711936,0.0,0,0,2485870856,5,2805,254,0.0,8565,4,0,0,1,7.0,1
1667,1158917876016910336,0.0,0,1,2329170061,5,2095,217,0.0,1174,10,1,0,1,5.0,0
1668,1158920499336007680,1.0,4,0,2709659140,5,27638,235,1.0,7180,16,2,1,1,5.0,1
1669,1158921758013042688,0.0,0,1,2798954084,5,26108,956,0.0,53348,5,0,0,1,3.0,1
1670,1158993476010283008,0.0,0,0,2306914183,5,2575,454,0.0,435,10,1,0,1,6.0,0
1671,1159050117338583040,1.0,0,0,2862359981,5,0,2,1.0,22950,19,6,0,0,6.0,0
1672,1159057645166301184,0.0,0,0,2753267349,5,43025,222,0.0,1407,5,1,0,1,4.0,1
1673,1159065192594104320,0.0,0,0,2348850588,5,27836,242,0.0,8411,10,1,0,1,3.0,1
1674,1159080307368308736,0.0,0,0,2598454392,5,75607,569,0.0,46121,10,10,10,1,5.0,1
1676,1159230654246264832,1.0,22,0,2807717992,5,42454,440,1.0,20571,12,1,0,0,6.0,1
1678,1159284074806202368,0.0,4,0,2877945833,5,3483,812,0.0,180,3,1,0,1,6.0,0
1679,1159284091486986240,0.0,0,0,2901454301,5,17131,83,0.0,12455,18,0,0,3,5.0,1
1680,1159295322549608448,0.0,0,0,2829792562,5,133,98,0.0,56,42,4,0,1,5.0,1
1681,1159310499722465280,0.0,1,0,2517971929,5,4294,44,0.0,472,24,11,3,0,6.0,0
1682,1159314337112166400,0.0,0,1,2365336806,5,104,86,0.0,61,4,1,0,1,8.0,1
1683,1159382290511929344,0.0,0,1,2460081532,5,1511,166,0.0,1358,13,6,0,3,4.0,1
1685,1159393624922185728,0.0,0,1,2496746366,5,2408,117,0.0,3273,6,1,0,1,5.0,1
1686,1159401164523409408,0.0,0,0,2902626873,5,14347,110,0.0,16915,38,5,0,1,6.0,1
1687,1159423818135482368,0.0,0,0,2271908240,5,3294,200,0.0,2011,24,2,0,2,5.0,0
1689,1159435145935544320,0.0,0,1,2274843048,5,6604,291,0.0,1984,7,0,0,2,5.0,1
1690,1159454019015860224,0.0,0,1,2738463156,5,13427,177,0.0,192,8,1,0,2,7.0,1
1692,1159529522804514816,0.0,0,0,2875038401,5,30988,237,0.0,10969,5,0,0,1,5.0,0
1693,1159616285950562304,0.0,0,0,2781424681,5,39062,324,0.0,18077,4,0,0,1,5.0,1
1694,1159631377891037184,0.0,1,0,2396591383,5,28,330,0.0,22849,9,0,0,1,6.0,1
1696,1159737121499996160,0.0,0,0,2255279520,5,1543,338,0.0,900,18,0,0,3,4.0,0
1697,1159748443277012992,0.0,0,0,2377737613,5,4,4,0.0,6,33,0,0,1,5.0,1
1700,1159939752340152320,5.0,76,0,2846476749,5,10295,252,5.0,8319,21,1,0,0,7.0,0
1701,1159982491761074176,0.0,0,1,2266113744,5,84298,1076,0.0,24830,2,0,0,1,4.0,1
1702,1159997543599751168,0.0,3,0,2268994604,5,179455,642,0.0,37998,5,0,0,1,6.0,1
1704,1160159900326080512,0.0,0,0,2822754812,5,13330,100,0.0,3847,9,1,0,1,5.0,1
1705,1160239194503094272,0.0,0,0,2329283192,5,86769,535,0.0,4935,18,0,0,3,6.0,1
1706,1160269382465011712,0.0,0,1,2361831192,5,689,564,0.0,1768,2,1,0,1,7.0,1
1708,1160294104170991616,13.0,147,0,2846476749,5,10295,252,13.0,8319,37,1,0,0,5.0,0
1711,1160465691742543872,0.0,0,0,2490121827,5,32468,139,0.0,2281,7,1,0,1,6.0,1
1712,1160492078541000704,0.0,0,0,2255007752,5,4323,902,0.0,4852,11,0,0,1,4.0,1
1713,1160537392966750208,0.0,1,0,2843672819,5,50099,1824,0.0,1259,12,1,0,1,5.0,1
1715,1160586493972353024,0.0,0,0,2276781806,5,13352,1880,0.0,3383,23,1,0,2,6.0,1
1716,1160658201907466240,0.0,1,0,2758475353,5,17248,383,0.0,2936,8,1,0,1,6.0,0
1718,1160748742783512576,0.0,0,1,2561911059,5,13118,1104,0.0,2916,3,1,0,1,4.0,1
1720,1160820490837123072,0.0,0,1,2265326860,5,13530,768,0.0,6057,11,1,0,0,6.0,1
1722,1160864931224403968,10.0,871,0,2808366991,5,35178,563,10.0,4784,3,3,3,1,4.0,1
1723,1160865823252201472,0.0,0,4,2519803627,5,19280,144,0.0,10524,8,1,1,1,5.0,1
1724,1160896027416813568,0.0,0,1,2693248716,5,4939,161,0.0,181,14,1,0,1,6.0,1
1725,1160911099606261760,0.0,0,1,2855839889,5,27536,129,0.0,7382,3,1,0,2,4.0,1
1726,1160967719157686272,0.0,0,1,2408929852,5,10141,487,0.0,440,3,0,0,1,8.0,1
1727,1160986068658851840,1.0,2,0,2308063056,5,17708,447,1.0,4431,13,1,0,2,6.0,1
1729,1161013029418479616,0.0,0,0,2256208896,5,27245,199,0.0,8661,21,5,0,3,4.0,0
1731,1161186661381881856,0.0,0,0,2372663839,5,900,539,0.0,482,17,4,0,0,6.0,0
1732,1161190438398844928,0.0,0,0,2274410942,5,3601,462,0.0,603,16,1,0,3,5.0,1
1733,1161194229596663808,0.0,0,1,2680832135,5,20902,431,0.0,6490,15,1,0,0,6.0,1
1734,1161226541059268608,3.0,12,0,2298309950,5,3804,138,3.0,11608,6,0,0,1,5.0,1
1735,1161254601754103808,0.0,0,1,2609574630,5,83840,854,0.0,7601,3,1,0,1,4.0,1
1736,1161273512071454720,0.0,0,2,2484543760,5,58979,1112,0.0,38490,6,1,0,1,6.0,1
1737,1161307473745240064,0.0,0,1,2882996104,5,797,132,0.0,400,7,1,0,1,3.0,1
1738,1161363731324055552,2.0,6,1,2896660511,5,3250,388,2.0,4181,13,4,0,1,5.0,0
1739,1161439586503053312,0.0,0,2,2408929852,5,10141,487,0.0,440,21,0,0,1,5.0,1
1740,1161454549091139584,0.0,0,1,2328989763,5,684,125,0.0,129,28,5,0,0,6.0,0
1741,1161454709112225792,0.0,0,1,2387237059,5,5360,88,0.0,435,7,2,0,2,5.0,1
1742,1161480955414142976,0.0,0,0,2345444995,5,1271,15,0.0,612,32,7,0,0,5.0,1
1743,1161492440248999936,0.0,0,0,2499811735,5,19505,420,0.0,9604,7,1,0,1,5.0,0
1744,1161915243783688192,0.0,0,0,2450400170,5,5873,183,0.0,3413,13,1,0,1,5.0,1
1745,1161941657643888640,0.0,0,0,2834113125,5,11471,114,0.0,2571,8,0,0,1,5.0,1
1746,1161945447323316224,0.0,0,0,2742366729,5,45608,520,0.0,2846,6,1,0,1,5.0,0
1747,1161979399807348736,0.0,0,1,2447015025,5,923,266,0.0,280,7,1,0,1,6.0,1
1748,1161983168293015552,0.0,0,0,2605139996,5,12729,385,0.0,4966,27,2,0,1,5.0,1
1749,1161986973193687040,0.0,0,1,2293630241,5,2130,283,0.0,11777,8,8,8,1,5.0,1
1751,1162036041571872768,0.0,0,2,2893123528,5,15401,421,0.0,8234,17,5,0,0,5.0,1
1752,1162043574520860672,0.0,0,0,2808366991,5,35178,563,0.0,4784,7,7,7,1,4.0,1
1753,1162092655498682368,0.0,1,0,2253504316,5,28077,657,0.0,57355,13,1,0,1,4.0,1
1754,1162164370182479872,0.0,4,0,2562702438,5,6291,756,0.0,490,8,2,0,2,4.0,1
1755,1162183217572696064,0.0,0,0,2607352015,5,1579,102,0.0,3462,15,2,0,1,5.0,1
1756,1162198336411095040,0.0,0,0,2643635338,5,92,482,0.0,406,9,1,0,1,4.0,1
1757,1162243628128882688,0.0,0,1,2769432930,5,407,147,0.0,170,13,11,11,1,5.0,1
1758,1162251197215940608,0.0,0,0,2260633119,5,18415,74,0.0,4385,18,2,0,1,5.0,1
1761,1162398430251159552,0.0,0,0,2629132870,5,178,66,0.0,275,10,2,0,1,6.0,0
1762,1162402188326518784,0.0,0,2,2913732673,5,32569,232,0.0,2608,2,0,0,0,8.0,0
1763,1162428613582606336,0.0,0,1,2306968549,5,242,18,0.0,13,10,3,0,1,5.0,1
1765,1162462592234901504,0.0,0,1,2336658877,5,10433,216,0.0,2401,12,2,0,1,5.0,1
1766,1162466365992787968,0.0,0,0,2739813262,5,686,505,0.0,11662,4,1,0,1,6.0,1
1767,1162466376763809792,0.0,1,1,2564008327,5,7785,557,0.0,4501,8,1,0,1,5.0,1
1768,1162470150806888448,0.0,0,2,2853520911,5,12228,229,0.0,8554,10,0,0,1,5.0,0
1769,1162494583915384832,2.0,2,0,2829095265,5,3029,98,2.0,1608,32,4,0,0,6.0,0
1770,1162519181088215040,0.0,0,3,2546478769,5,5446,500,0.0,1869,7,1,0,2,4.0,1
1771,1162537984765419520,0.0,0,0,2258015612,5,3062,110,0.0,3338,7,1,0,1,5.0,1
1772,1162662665837326336,0.0,0,0,2768123689,5,1930,184,0.0,653,3,2,0,0,6.0,0
1773,1162662668987195392,0.0,0,0,2645189556,5,3610,889,0.0,36727,40,11,0,1,5.0,1
1774,1162685315653558272,0.0,0,1,2759589115,5,24569,278,0.0,2799,4,1,0,0,7.0,1
1775,1162749467747135488,0.0,0,0,2701956900,5,9155,153,0.0,4082,11,1,0,1,5.0,0
1776,1162787233717526528,0.0,0,1,2530375048,5,11554,84,0.0,1436,6,4,0,1,6.0,1
1777,1162794787021426688,0.0,0,1,2302756879,5,13338,42,0.0,6125,4,1,0,1,5.0,1
1780,1163043933821308928,0.0,0,0,2809045781,5,7889,368,0.0,4700,10,1,0,0,6.0,0
1782,1163119411861041152,0.0,0,1,2545569542,5,2334,478,0.0,111,40,40,40,3,5.0,1
1783,1163127619417780224,2.0,13,0,2451139987,5,32726,375,2.0,3553,11,1,0,2,5.0,1
1784,1163172274406678528,0.0,0,0,2896082289,5,10762,288,0.0,9040,25,2,0,0,5.0,0
1785,1205953062596173824,0.0,0,1,2300056920,5,4,82,0.0,20,25,4,0,1,6.0,1
1786,1206242113689653248,0.0,0,1,2494970733,5,15637,555,0.0,3642,10,0,0,1,5.0,1
1787,1206656897287442432,0.0,0,1,2597610494,5,545,124,0.0,288,15,0,0,1,4.0,1
1788,1206829252055896064,0.0,1,2,2432357455,5,3780,593,0.0,526,19,4,0,1,5.0,1
1790,1206963505380909056,0.0,0,0,2294743008,5,4069,31,0.0,6424,38,0,0,4,4.0,1
1791,1207006645395611648,0.0,0,0,2300151613,5,9292,394,0.0,18487,3,0,0,1,6.0,1
1792,1207010310332309504,0.0,1,1,2404128843,5,62423,125,0.0,13541,3,1,0,0,5.0,1
1793,1207010899824906240,0.0,12,0,2238768233,5,620,1027,0.0,863,7,1,0,3,7.0,1
1794,1207029816861564928,0.0,0,0,2744347044,5,53676,199,0.0,10555,28,0,0,1,6.0,1
1795,1207043910738104320,0.0,0,0,2377019991,5,6115,663,0.0,8164,14,2,0,2,4.0,1
1796,1207045720936718336,0.0,0,1,2564938892,5,974,239,0.0,355,19,3,0,1,6.0,1
1797,1207053959900389376,0.0,1,2,2319696956,5,53449,154,0.0,4657,15,1,0,4,5.0,1
1798,1207065783404318720,0.0,3,1,2583036121,5,11100,1039,0.0,5226,9,1,0,1,6.0,1
1799,1207087115558895616,0.0,0,1,2881541909,5,83,100,0.0,170,39,3,0,3,5.0,1
1803,1207104898288013312,0.0,0,2,2837970375,5,135,319,0.0,161,12,1,0,1,6.0,1
1805,1207178859898195968,0.0,4,0,2752825659,5,89587,539,0.0,27723,4,1,0,1,5.0,1
1806,1207210588398596096,0.0,0,1,2575215857,5,3445,255,0.0,644,16,2,1,1,6.0,1
1807,1207211277912809472,0.0,1,1,2254198069,5,2314,944,0.0,959,3,1,0,1,8.0,1
