,Id,Retweets#,Favorites#,Mentions#,SenderId,SenderAccountYears,SenderFavorites#,SenderFollowings#,SenderFollowers#,SenderStatues#,Words#,TWords#,UWords#,SlangWords#,AvgWordLength,IsCyberbullying_encode
3054,1126606571205799936,5.0,44,0,1031239446845382656,1,10,4,5.0,143,2,1,0,0,6.0,0
3074,1134912027665846272,7.0,15,1,992334034335387648,1,376,18,7.0,169,22,2,0,0,6.0,0
3075,1136423346374139904,1.0,129,0,1005193087268917248,1,210,50,1.0,44,10,1,0,0,6.0,0
3076,1136586719061532672,2.0,69,0,1038811669768663040,1,52038,434,2.0,1845,19,3,1,0,6.0,0
3078,1136978446633132032,1.0,16,0,958247447037345792,1,6861,1862,1.0,246,20,4,0,0,7.0,0
3084,1143889037473865728,7.0,99,0,1046497893987885056,1,5240,705,7.0,352,10,3,0,0,6.0,0
3088,1144517745121386496,3.0,228,0,974685750171262976,1,29470,373,3.0,129,11,1,0,0,5.0,0
3099,1149794901539860480,1.0,4,0,1063923312642990080,1,2749,64,1.0,658,43,1,0,0,5.0,0
3100,1150199973822259200,3.0,14,0,1003332465417650176,1,983,63,3.0,242,6,2,0,0,8.0,0
3104,1151122897961979904,2.0,107,0,1002858903321956352,1,5451,1189,2.0,416,3,1,0,0,7.0,0
3111,1152149895782064128,6.0,83,1,1033707726541672448,1,516,320,6.0,52,17,14,0,0,4.0,0
3112,1152588004126527488,8.0,79,0,967128059290832896,1,14386,1189,8.0,163,10,2,0,0,6.0,0
3113,1152649511178780672,1.0,2,0,1026399040492195840,1,5570,102,1.0,2128,18,7,0,0,4.0,0
3115,1153023660313260032,3.0,17,0,1027757396779782144,1,941,81,3.0,289,14,1,0,1,5.0,0
3117,1153309042502246400,5.0,148,0,948680816783216640,1,5646,228,5.0,1121,6,1,0,0,6.0,0
3125,1154862654395170816,2.0,198,0,948680816783216640,1,5646,228,2.0,1121,15,0,0,0,5.0,0
3127,1155082688912613376,0.0,9,0,1010884717397323776,1,19105,538,0.0,643,6,0,0,0,5.0,0
3129,1155186274426327040,0.0,12,0,1010884717397323776,1,19105,538,0.0,643,15,1,0,0,5.0,0
3132,1155765270058811392,2.0,13,0,1037258172233379840,1,5414,121,2.0,460,9,1,0,0,6.0,1
3133,1155801222869393408,1.0,0,0,1019499507359387648,1,1099,99,1.0,586,22,7,0,0,5.0,0
3134,1155822684216942592,15.0,31,5,966049177116598272,1,33,27,15.0,4049,11,6,0,0,7.0,0
3135,1155833839434063872,1.0,7,0,952037633508691968,1,77409,395,1.0,5474,25,0,0,0,6.0,0
3136,1156025298799882240,4.0,44,0,1008429590866481152,1,3872,1613,4.0,443,17,0,0,0,6.0,0
3137,1156049773302079488,1.0,5,0,1072759798750420992,1,148,99,1.0,114,1,1,0,0,11.0,0
3141,1156304014050508800,8.0,100,0,1071427415929425920,1,8453,1901,8.0,1678,20,2,0,0,5.0,0
3149,1157019394377224192,1.0,4,0,979070141274185728,1,1875,172,1.0,513,11,2,0,0,5.0,0
3150,1157026374307274752,4.0,6,0,1019573036889014272,1,795,140,4.0,613,9,0,0,0,6.0,0
3151,1157166919301996544,5.0,19,1,950611634342498304,1,8040,215,5.0,8445,15,3,0,0,6.0,0
3153,1157175637465022464,10.0,108,0,1064210996762501120,1,3973,1039,10.0,967,6,1,0,0,7.0,0
3156,1157316436756504576,5.0,21,1,950611634342498304,1,8040,215,5.0,8445,33,31,0,0,6.0,0
3158,1157335224730214400,1.0,10,0,1035219441821343744,1,4311,508,1.0,92,4,3,0,1,6.0,0
3161,1157369120545017856,1.0,2,0,946448411485786112,1,4096,112,1.0,1776,9,2,0,0,8.0,0
3163,1157416660124520448,2.0,136,0,1072498605683040256,1,6369,237,2.0,2805,6,2,0,0,6.0,0
3164,1157431636100825088,1.0,76,0,1043477535055654912,1,3271,1513,1.0,813,10,1,0,0,5.0,0
3169,1157621195086467072,2.0,6,2,1060976394237292544,1,528,16,2.0,481,15,4,0,0,5.0,1
3176,1157675237661650944,1.0,1,0,1058828494979903488,1,14768,56,1.0,14532,6,6,0,0,4.0,0
3177,1157688217082179584,1.0,0,0,964563424364695552,1,5,1344,1.0,92,13,12,0,0,7.0,0
3184,1157919703836385280,2.0,2,2,1051815617077149696,1,9915,29,2.0,7082,3,3,0,0,8.0,0
3185,1157956126681382912,2.0,2,0,981120805454204928,1,652,40,2.0,6758,9,3,0,0,6.0,0
3186,1157975620674117632,7.0,28,0,1070230908282781696,1,109,5,7.0,919,18,5,0,0,4.0,0
3189,1158027268746334208,7.0,6,1,994632268550496256,1,11949,885,7.0,20908,5,0,0,0,5.0,0
3191,1158056336699138048,6.0,30,0,994586058498215936,1,11,158,6.0,1953,15,7,0,0,6.0,0
3194,1158091889947680768,2.0,21,3,989033605564379136,1,1141,69,2.0,4494,17,5,0,0,6.0,0
3197,1158106802900361216,16.0,67,0,1054369472855896064,1,148,3,16.0,154,4,2,0,0,5.0,0
3198,1158122344185028608,11.0,86,0,976176052824432640,1,8843,1358,11.0,223,36,11,5,0,5.0,0
3206,1158281655049740288,5.0,136,0,1061561232073875456,1,3088,110,5.0,838,1,1,0,0,8.0,0
3207,1158285210804523008,1.0,31,0,1011183145209737216,1,6652,798,1.0,1118,8,1,0,1,8.0,0
3212,1158315216939233280,2.0,9,0,1010281049195196416,1,6728,53,2.0,3505,12,3,3,0,5.0,0
3214,1158322387739389952,12.0,110,0,1062033063406960640,1,3986,699,12.0,776,3,0,0,1,5.0,0
3216,1158328772850016256,1.0,16,0,1000088877573566464,1,5481,166,1.0,1603,8,1,0,1,4.0,0
3217,1158345459909480448,3.0,16,0,948102423100444672,1,1720,5,3.0,1780,27,18,0,0,7.0,0
3219,1158350577002303488,17.0,96,0,1006852992153346048,1,41512,1024,17.0,17966,23,9,1,0,5.0,0
3222,1158376453559336960,3.0,3,0,1003634951525367808,1,918,168,3.0,3955,15,2,0,0,7.0,0
3224,1158378325703835648,0.0,1,0,958032746940649472,1,4402,185,0.0,540,5,0,0,0,6.0,0
3225,1158378341076021248,0.0,0,0,946300831699218432,1,12692,353,0.0,196,14,1,0,1,6.0,1
3227,1158378436135673856,1.0,0,0,1061924296598192128,1,60,28,1.0,528,10,7,0,0,8.0,0
3229,1158380452773847040,1.0,1,1,946773981226512384,1,1358,160,1.0,2330,6,3,0,0,5.0,0
3230,1158381948961796096,0.0,1,1,943266731497226240,1,2889,105,0.0,354,5,1,0,0,5.0,0
3231,1158381951167938560,0.0,1,0,1052497032282341376,1,15011,861,0.0,2981,33,6,2,0,5.0,0
3233,1158381953726525440,0.0,0,1,1073508313223061504,1,12632,701,0.0,3734,3,1,0,0,6.0,0
3234,1158381957857841152,0.0,1,0,1032758033208750080,1,34367,1322,0.0,6847,9,0,0,1,4.0,1
3235,1158381958327652352,0.0,0,0,984466058152218624,1,2175,148,0.0,283,5,0,0,0,6.0,0
3236,1158385324319547392,5.0,16,0,952239182419841024,1,150,34,5.0,1836,20,11,2,0,5.0,0
3237,1158385705007112192,0.0,0,0,986330853025505280,1,2073,77,0.0,870,11,1,0,0,7.0,0
3238,1158385705208487936,0.0,0,0,1051807904578367488,1,0,67,0.0,685,13,9,0,1,4.0,0
3239,1158385712095518720,0.0,0,0,1018100831919452160,1,7652,164,0.0,972,4,1,0,0,4.0,0
3240,1158385718244401152,0.0,0,0,1036653360357756928,1,2746,250,0.0,707,3,0,0,0,4.0,0
3241,1158385721218088960,0.0,0,0,999648208119894016,1,699,15,0.0,1236,7,0,0,0,6.0,0
3243,1158385735394824192,0.0,0,2,1033021264062021632,1,30595,1633,0.0,12942,1,1,0,0,8.0,0
3244,1158385959156748288,1.0,0,0,1039630058099499008,1,6689,218,1.0,747,5,1,0,0,4.0,0
3245,1158386536456568832,18.0,120,0,1047767859454205952,1,14141,548,18.0,1852,13,1,0,0,5.0,0
3246,1158386686541336576,3.0,27,0,979337130114715648,1,34946,1505,3.0,3312,18,2,0,0,6.0,0
3248,1158389499858235392,0.0,0,0,1028596674451726336,1,17,150,0.0,108,37,2,0,1,5.0,0
3249,1158389500084674560,0.0,0,0,1055544994805760000,1,2095,106,0.0,397,8,1,0,0,5.0,0
3250,1158389501791805440,0.0,0,1,1008444367311339520,1,25984,198,0.0,3487,7,2,1,0,5.0,1
3251,1158389504417378304,0.0,0,1,1038142474965929984,1,20606,714,0.0,556,2,2,0,0,14.0,0
3252,1158389505877073920,0.0,1,1,995639989252820992,1,86672,405,0.0,20868,1,1,0,0,14.0,0
3253,1158389507454095360,0.0,1,0,964594811692044288,1,479,76,0.0,183,4,1,0,0,14.0,0
3254,1158389511111499776,0.0,0,1,965824368860377088,1,9336,98,0.0,5713,9,4,0,0,14.0,1
3256,1158391904830218240,3.0,6,3,948074508749037568,1,33,91,3.0,288,32,0,0,1,14.0,0
3257,1158393264434831360,0.0,1,0,958814568632999936,1,6710,171,0.0,582,11,1,0,0,14.0,0
3258,1158393266032787456,0.0,0,1,1023162626845696000,1,16680,1324,0.0,8757,2,1,0,0,14.0,0
3259,1158393270147452928,0.0,1,0,1045388801869262848,1,40733,517,0.0,5143,7,1,0,0,14.0,0
3260,1158393271254695936,0.0,0,1,1063740802931806208,1,457,283,0.0,82,2,0,0,0,14.0,0
3261,1158393276774408192,0.0,0,1,964901349300342784,1,18127,207,0.0,5794,1,0,0,0,14.0,0
3263,1158393281870487552,0.0,0,1,1046101726162554880,1,62442,267,0.0,23423,3,1,0,0,14.0,0
3264,1158393283900510208,0.0,0,0,1062458517766971392,1,0,4,0.0,8,29,0,0,6,14.0,1
3265,1158394346179366912,7.0,11,2,946411216355946496,1,3964,108,7.0,5241,29,12,0,0,14.0,0
3266,1158396532149952512,1.0,3,2,1070246299033845760,1,9540,408,1.0,566,10,6,0,0,14.0,0
3267,1158397041636184064,0.0,0,0,977150799418744832,1,149277,556,0.0,16934,14,2,0,0,14.0,0
3268,1158397046975598592,0.0,0,0,1012006002143760384,1,20074,125,0.0,592,9,1,0,0,14.0,0
3269,1158397056987348992,0.0,0,1,1036711820688601088,1,7081,178,0.0,6093,5,2,0,0,14.0,0
3270,1158397060544114688,0.0,0,0,1021697839901102080,1,2537,94,0.0,245,15,1,0,0,14.0,0
3271,1158397892035600384,1.0,1,0,1038890075004784640,1,596,149,1.0,1233,28,11,1,0,14.0,0
3273,1158400801422958592,0.0,0,0,957671090221875200,1,295,132,0.0,103,4,1,0,1,14.0,0
3274,1158400806091141120,0.0,2,0,955843581796855808,1,18694,552,0.0,89,33,8,6,1,14.0,0
3275,1158400811568893952,0.0,0,0,1002712551426351104,1,162,151,0.0,56,5,2,0,0,14.0,0
3276,1158400827712839680,0.0,0,0,978859287932960768,1,1,256,0.0,56,6,1,0,0,14.0,0
3277,1158400829772226560,0.0,0,2,1074239262906814464,1,2831,98,0.0,590,4,1,0,0,14.0,0
3278,1158400833496723456,0.0,1,0,946796503716237312,1,2368,322,0.0,1070,4,0,0,0,14.0,0
3279,1158400834100715520,0.0,0,1,1009165173704331264,1,1371,201,0.0,304,10,1,0,0,14.0,0
3280,1158400834499166208,0.0,0,1,1019864150875492352,1,1941,61,0.0,420,5,1,0,0,14.0,0
3281,1158408382988128256,0.0,0,1,1051369450912534528,1,32198,908,0.0,8392,5,0,0,1,14.0,1
3282,1158423473062055936,0.0,0,0,970367481528373248,1,2258,131,0.0,247,13,2,0,1,14.0,0
3284,1158427230940422144,0.0,0,0,1013507252165251072,1,21204,289,0.0,645,11,0,0,0,14.0,0
3286,1158427246308274176,0.0,0,0,996291842303037440,1,900,113,0.0,165,3,2,0,0,14.0,0
3288,1158429174559903744,6.0,0,0,1009326529481007104,1,9298,222,6.0,122333,8,6,0,0,14.0,0
3290,1158429595525365760,6.0,0,0,1009326529481007104,1,9298,222,6.0,122333,9,6,0,0,14.0,0
3291,1158429635148955648,6.0,0,0,1009326529481007104,1,9298,222,6.0,122333,9,6,0,0,14.0,0
3292,1158429663145992192,7.0,73,0,1028612804595601408,1,5832,164,7.0,1214,7,1,0,0,14.0,0
3293,1158429705076453376,9.0,8,6,953918405605842944,1,12069,468,9.0,29297,27,2,0,0,14.0,0
3295,1158430440308531200,7.0,7,0,986712719146602496,1,817,124,7.0,471,24,8,1,0,14.0,0
3297,1158431013766422528,0.0,0,0,1031105167717003264,1,3387,107,0.0,2745,10,2,0,0,14.0,0
3298,1158431014110277632,0.0,0,1,996470740668026880,1,2715,37,0.0,173,11,1,0,0,14.0,0
3299,1158431017054740480,0.0,0,2,1034480795908562944,1,1187,182,0.0,693,22,1,0,0,14.0,0
3300,1158431029352423424,0.0,0,1,981996013564170240,1,1587,101,0.0,915,6,0,0,0,14.0,0
3302,1158431033152458752,0.0,0,0,1002930540591374336,1,885,352,0.0,351,12,3,0,0,14.0,0
3303,1158431435356852224,12.0,97,0,1067078972385751040,1,794,38,12.0,3533,29,7,1,0,14.0,0
3305,1158432309068140544,17.0,1,2,1009326529481007104,1,9298,222,17.0,122333,7,5,0,0,14.0,0
3307,1158434790124773376,0.0,0,0,966673163164798976,1,1204,453,0.0,686,8,1,0,0,14.0,0
3308,1158434791383031808,0.0,0,1,952270860227891200,1,1566,97,0.0,2657,7,1,0,0,14.0,0
3309,1158434791651532800,0.0,0,1,1033768385677598720,1,1068,97,0.0,926,3,1,0,0,14.0,0
3310,1158434791806685184,0.0,0,1,1032972642637279232,1,178,12,0.0,46,3,0,0,0,14.0,0
3311,1158434797456375808,0.0,0,0,1062103682286866432,1,3392,70,0.0,641,15,0,0,1,14.0,0
3312,1158434797842313216,0.0,0,1,1000086324131647488,1,23821,572,0.0,15000,6,0,0,0,14.0,0
3314,1158434802753789952,0.0,1,0,1022562420240396288,1,1791,97,0.0,410,15,1,0,0,14.0,0
3315,1158434806176407552,0.0,1,0,967158370833784832,1,19413,924,0.0,10419,4,1,0,0,14.0,0
3319,1158438287138275328,14.0,16,2,1069460293879820288,1,37,229,14.0,52,9,0,0,0,14.0,0
3320,1158438337864261632,7.0,2,4,981922410525003776,1,550,88,7.0,670,9,5,0,0,14.0,0
3321,1158438351243866112,1.0,1,2,1019573036889014272,1,795,140,1.0,613,5,1,0,0,14.0,0
3325,1158453673699270656,0.0,0,1,978551227037384704,1,16494,544,0.0,17575,15,4,0,1,14.0,1
3327,1158461227007434752,0.0,0,0,1039905760577249280,1,1201,64,0.0,285,7,0,0,2,14.0,1
3328,1158463654137872384,1.0,24,0,1072737077501009920,1,1048,925,1.0,27,8,2,0,2,14.0,1
3329,1158476329131610112,0.0,0,1,1034754660048031744,1,310,45,0.0,68,4,1,0,1,14.0,1
3330,1158480097873203200,0.0,0,1,1046868898145083392,1,2767,98,0.0,312,22,1,0,2,14.0,1
3331,1158480099466993664,0.0,0,1,1017713136223313920,1,766,708,0.0,36,4,1,0,1,14.0,1
3332,1158480104374394880,0.0,0,0,1048946290732802048,1,87,138,0.0,1,7,1,0,1,14.0,1
3333,1158483878295801856,0.0,0,1,1053754605425909760,1,1,73,0.0,4,6,1,0,1,14.0,1
3335,1158529130893385728,0.0,0,0,980892707911593984,1,833,77,0.0,202,11,1,0,1,14.0,1
3336,1158540408206573568,0.0,4,0,1033442354965950464,1,3700,1891,0.0,1156,6,1,0,1,14.0,1
3337,1158578247770263552,0.0,0,0,954502866512809984,1,2756,124,0.0,113,9,1,1,1,14.0,1
3338,1158585795953012736,0.0,0,0,970749410228539392,1,19027,309,0.0,689,14,0,0,0,14.0,0
3339,1158589560445722624,0.0,0,0,958324400717225984,1,8697,422,0.0,2649,17,0,0,0,14.0,0
3340,1158608914675654656,11.0,99,0,962368934509936640,1,174,43,11.0,559,25,3,0,1,14.0,0
3341,1158631098542428160,0.0,0,1,966045009672843264,1,1946,289,0.0,646,5,1,0,1,14.0,1
3342,1158699034204413952,0.0,0,0,1070071681924911104,1,39532,559,0.0,5903,6,6,6,0,14.0,1
3343,1158710360108654592,0.0,0,1,1060023980403449856,1,9212,143,0.0,983,3,0,0,0,14.0,1
3345,1158733654283161600,0.0,1,1,1035280279726907392,1,29556,1327,0.0,5993,11,1,0,1,14.0,1
3348,1158735121157185536,0.0,0,2,943943054293127168,1,654,181,0.0,672,25,1,0,1,14.0,1
3349,1158736708038549504,0.0,0,1,993155944141017088,1,16042,452,0.0,99,5,2,1,1,14.0,1
3351,1158739188490969088,0.0,0,1,977534796384669696,1,2671,335,0.0,924,10,1,0,1,14.0,0
3352,1158739882652475392,0.0,0,3,990692072763084800,1,223,214,0.0,91,14,1,0,1,14.0,1
3353,1158766990410027008,0.0,1,0,997244707813101568,1,7978,263,0.0,1818,9,0,0,1,14.0,0
3354,1158770751262076928,0.0,0,0,1022972838511300608,1,19848,156,0.0,749,8,1,0,1,14.0,0
3355,1158770757352198144,0.0,0,1,1035280279726907392,1,29556,1327,0.0,5993,7,1,0,1,14.0,1
3356,1158770761324253184,0.0,0,0,961970052873510912,1,773,280,0.0,264,10,1,0,1,14.0,1
3357,1158782082853851136,0.0,0,0,1014892569698893824,1,7703,922,0.0,12209,6,1,0,1,14.0,1
3358,1158793402349236224,0.0,0,0,998154748246265856,1,26817,274,0.0,722,6,1,0,1,14.0,0
3359,1158800963756527616,0.0,0,1,958026358483046400,1,98546,760,0.0,39201,3,0,0,1,14.0,1
3360,1158804735367012352,0.0,0,0,981220283758637056,1,2,15,0.0,42,16,1,0,1,14.0,1
3361,1158823606329233408,0.0,0,0,955837913257922560,1,5065,108,0.0,3047,19,0,0,2,14.0,0
3362,1158827395958415360,0.0,0,1,1055138978154852352,1,8626,198,0.0,4650,16,2,0,2,14.0,1
3363,1158838461920665600,0.0,40,0,964412095075725312,1,21028,315,0.0,1106,12,2,0,1,14.0,0
3365,1158845017869422592,11.0,99,0,1061924296598192128,1,60,28,11.0,528,27,8,0,1,14.0,0
3366,1158846254652243968,0.0,0,0,1071819267576918016,1,927,572,0.0,193,15,2,0,3,14.0,1
3367,1158899071840485376,0.0,0,1,1051404020592635904,1,3432,469,0.0,1197,5,1,0,1,14.0,1
3370,1158902833913257984,0.0,0,2,1056636816462360576,1,1702,208,0.0,870,14,1,0,3,14.0,1
3371,1158906582291353600,0.0,0,1,1028022858507841536,1,5247,114,0.0,3705,15,0,0,1,14.0,1
3372,1158906584753496064,0.0,0,0,1055138978154852352,1,8626,198,0.0,4650,17,1,0,1,14.0,0
3373,1158914143963045888,0.0,0,1,1018839888907694080,1,856,295,0.0,497,15,1,0,0,14.0,1
3374,1158917821813989376,0.0,0,1,1001476517782867968,1,49,15,0.0,7,21,1,0,1,14.0,1
3375,1158921739897921536,0.0,0,0,947544408001536000,1,6790,753,0.0,177,13,13,13,1,14.0,1
3376,1158921741391020032,0.0,0,1,1050529175973625856,1,9640,139,0.0,1472,4,1,0,1,14.0,1
3377,1158925333439164416,0.0,0,0,1031818167440625664,1,1681,125,0.0,97,13,1,0,1,14.0,0
3379,1158936827056840704,0.0,0,1,1061200259601326080,1,95,37,0.0,37,7,2,0,1,14.0,1
3381,1158963290237743104,0.0,0,0,995639989252820992,1,86672,405,0.0,20868,9,0,0,0,14.0,0
3382,1158982157081161728,0.0,0,0,1038030749398720512,1,3161,132,0.0,271,17,1,0,1,14.0,1
3383,1158989701556183040,0.0,0,0,1067308445097963520,1,1811,325,0.0,1543,9,1,0,1,14.0,0
3384,1159001030270619648,0.0,0,1,1045805441941417984,1,1329,107,0.0,48,31,1,0,1,14.0,1
3390,1159065207467102208,0.0,0,1,1061880950706110464,1,256,0,0.0,328,31,3,1,1,14.0,1
3392,1159076525326643200,0.0,0,0,1033989355734528000,1,2930,320,0.0,651,10,1,0,0,14.0,1
3393,1159076529902686208,0.0,0,0,1050561453110034432,1,61,26,0.0,94,8,1,0,1,14.0,0
3394,1159091607284719616,0.0,0,0,964652599424245760,1,7795,1074,0.0,4866,17,1,0,1,14.0,1
3396,1159102958153453568,0.0,0,1,1051369450912534528,1,32198,908,0.0,8392,5,0,0,1,14.0,1
3399,1159110500455784448,0.0,0,0,992097915383500800,1,2795,185,0.0,3765,18,0,0,2,14.0,0
3402,1159129378833518592,0.0,0,0,1053978313109192704,1,2277,237,0.0,406,5,1,0,1,14.0,1
3403,1159129379433320448,0.0,0,1,1054273309901275136,1,6165,649,0.0,876,10,1,0,1,14.0,1
3404,1159129384101523456,0.0,0,0,1033004553766150144,1,2325,182,0.0,537,10,0,0,0,14.0,1
3405,1159152016696008704,0.0,0,0,959780613527097344,1,731,76,0.0,413,4,1,0,1,14.0,0
3406,1159163353715159040,0.0,0,1,945945923754086400,1,1628,227,0.0,352,9,1,0,0,14.0,1
3408,1159186008140918784,0.0,0,3,1021524692870545408,1,3636,270,0.0,487,9,1,0,1,14.0,1
3409,1159189769785683968,0.0,0,0,1062205909781356544,1,48,30,0.0,103,18,2,0,1,14.0,1
3414,1159265222512795648,0.0,0,0,963797289373454336,1,13623,325,0.0,10353,5,0,0,2,14.0,1
3415,1159284019986685952,0.0,1,0,1016708380646428672,1,3882,119,0.0,1144,2,2,2,1,14.0,1
3418,1159295283450322944,0.0,0,0,1069649933903499264,1,246,18,0.0,362,16,3,0,1,14.0,0
3419,1159302994711719936,0.0,0,0,1072759798750420992,1,148,99,0.0,114,36,2,0,2,14.0,1
3420,1159306652060934144,0.0,0,2,984416490240794624,1,1542,329,0.0,321,5,1,1,1,14.0,1
3421,1159310526859624448,0.0,0,1,960790709132496896,1,1022,628,0.0,1159,2,1,0,1,4.0,1
3422,1159325656452423680,0.0,0,1,991291289659420672,1,166,479,0.0,929,8,1,0,2,6.0,1
3424,1159365702505181184,10.0,72,0,1052087800156295168,1,3136,245,10.0,14,8,1,0,0,5.0,0
3425,1159370957322170368,0.0,0,0,1000329164078112768,1,52544,207,0.0,24141,19,2,0,0,5.0,1
3427,1159393626084007936,0.0,0,0,1040566177813200896,1,8396,136,0.0,2538,14,3,0,1,5.0,1
3429,1159404948771233792,0.0,1,1,998803535247675392,1,307,51,0.0,106,3,1,0,1,6.0,1
3430,1159408710592036864,0.0,0,0,1073280638550245376,1,477,244,0.0,130,13,2,0,1,6.0,0
3431,1159412478129909760,0.0,0,0,1057727448220164096,1,21770,261,0.0,2424,32,3,3,1,5.0,1
3432,1159412483154677760,0.0,0,1,982613044030328832,1,636,1053,0.0,2011,8,2,1,0,6.0,1
3433,1159416267599732736,0.0,0,0,953947639334293504,1,23426,384,0.0,5670,9,2,0,1,4.0,1
3434,1159416267851411456,0.0,0,2,1007696771668234240,1,1442,214,0.0,4886,16,3,0,0,6.0,1
3435,1159427586482720768,0.0,0,1,988170574072569856,1,3952,333,0.0,518,11,1,0,1,4.0,0
3436,1159438920268099584,0.0,0,0,1075020140402610176,1,7100,862,0.0,428,40,2,0,1,5.0,0
3437,1159457783491846144,0.0,0,0,1029077413710503936,1,1642,178,0.0,127,30,5,0,2,8.0,0
3439,1159461557920833536,0.0,0,0,1001900717471358976,1,4657,259,0.0,616,13,2,1,1,6.0,0
3440,1159476682035793920,0.0,0,0,972753470901161984,1,4054,209,0.0,427,42,2,2,1,4.0,1
3441,1159480437280034816,0.0,0,1,958885011389931520,1,66,7,0.0,8,13,1,0,1,5.0,1
3442,1159484482883334144,1.0,1,0,1026867998206951424,1,16271,95,1.0,820,35,6,1,1,6.0,1
3444,1159506866621300736,0.0,0,1,1027608384001003520,1,1742,35,0.0,593,10,0,0,1,4.0,1
3445,1159506870341701632,0.0,0,0,1032379583486668800,1,963,178,0.0,408,15,1,0,1,4.0,1
3446,1159506874489856000,0.0,0,0,993610705101344768,1,7889,732,0.0,4209,4,1,0,1,5.0,1
3447,1159510642660913152,0.0,2,0,1043040365626961920,1,73133,650,0.0,860,8,1,0,1,7.0,1
3448,1159514411838709760,0.0,0,2,1060281262844379136,1,639,132,0.0,542,9,1,0,1,7.0,1
3449,1159521973271171072,0.0,1,0,1061317111560200192,1,14591,717,0.0,2529,18,1,0,1,5.0,0
3450,1159539064871292928,2.0,20,0,1062688313096704000,1,34104,968,2.0,616,6,1,0,0,6.0,0
3451,1159539431633817600,6.0,12,1,1034965347257004032,1,538,479,6.0,2421,36,2,0,1,6.0,1
3453,1159548384635752448,0.0,0,0,1059014258837635072,1,15278,343,0.0,4342,20,1,0,1,5.0,1
3454,1159548395780022272,0.0,0,0,994226758315642880,1,2885,234,0.0,1387,7,1,0,1,5.0,1
3455,1159552170762678272,0.0,0,0,1030185884451266560,1,1067,240,0.0,461,6,0,0,1,7.0,0
3456,1159555943551655936,0.0,0,0,1020262540616634368,1,969,231,0.0,110,11,0,0,1,6.0,1
3457,1159559717183774720,0.0,0,0,1062531226995703808,1,2767,286,0.0,589,14,1,0,2,6.0,1
3459,1159631364574126080,0.0,7,0,949159062926692352,1,3361,801,0.0,118,5,0,0,1,5.0,0
3460,1159631440998555648,0.0,0,1,972373629462859776,1,357,26,0.0,709,23,2,0,4,5.0,1
3461,1159635094186991616,0.0,1,0,1017668582874992640,1,2148,192,0.0,126,11,1,0,1,4.0,0
3462,1159638852933431296,0.0,1,0,1059903153745940480,1,8270,156,0.0,1407,41,1,0,1,5.0,1
3463,1159638944897802240,0.0,0,0,1004007510930575360,1,3094,144,0.0,712,3,1,0,0,6.0,0
3464,1159642729888043008,0.0,0,0,1050113003671179264,1,99869,552,0.0,15668,8,1,0,1,4.0,0
3466,1159657704484474880,0.0,0,2,1069732293902827520,1,2296,480,0.0,419,4,2,0,1,5.0,1
3467,1159665383781130240,0.0,1,0,1011130045128151040,1,3986,466,0.0,1032,4,1,0,1,6.0,0
3468,1159676706824826880,0.0,0,0,1033450780064403456,1,5499,375,0.0,1347,8,1,0,1,4.0,0
3470,1159714478084296704,0.0,0,0,1010537742101630976,1,1251,64,0.0,2075,4,1,0,1,5.0,0
3472,1159737128122822656,0.0,0,2,1046397969363324928,1,3834,558,0.0,1614,6,1,1,1,3.0,1
3473,1159744668764164096,0.0,0,1,1036348904286158848,1,1917,150,0.0,187,4,1,0,1,4.0,1
3474,1159759782565355520,0.0,0,0,1035804377297104896,1,8072,292,0.0,1058,13,0,0,1,5.0,1
3475,1159771090098491392,0.0,0,1,1064875302021726208,1,17663,310,0.0,2019,10,0,0,1,5.0,1
3476,1159778360005943296,1.0,4,0,1033405368091721728,1,10546,1436,1.0,2014,8,1,0,2,6.0,1
3477,1159781349613608960,1.0,0,0,1009923010407600128,1,26511,1061,1.0,21964,12,1,0,1,5.0,0
3478,1159781701951873024,15.0,645,0,1072498605683040256,1,6369,237,15.0,2805,27,3,0,1,5.0,1
3479,1159792786511675392,1.0,22,0,969279389706997760,1,34706,1101,1.0,1716,5,1,0,1,6.0,0
3480,1159797528386310144,0.0,0,1,1033493113443106816,1,371,30,0.0,23,3,1,0,1,3.0,1
3481,1159797530579939328,0.0,0,1,1006883949031968768,1,1975,1074,0.0,935,5,3,3,1,5.0,1
3482,1159801298570686464,0.0,0,1,1051573782148763648,1,2312,57,0.0,265,8,1,0,1,4.0,0
3483,1159805079475671040,0.0,0,1,1033345048417652736,1,956,41,0.0,1158,7,1,0,1,3.0,1
3485,1159993785025269760,0.0,0,0,1047228786926923776,1,4836,62,0.0,352,7,0,0,1,4.0,1
3486,1159993818755817472,0.0,0,0,1042751177719513088,1,626,79,0.0,64,6,2,0,1,5.0,1
3487,1159997516752019456,0.0,1,3,1010977938836213760,1,5220,353,0.0,3008,6,1,0,1,6.0,1
3488,1159997594418012160,0.0,0,0,1040566177813200896,1,8396,136,0.0,2538,13,1,0,1,4.0,0
3489,1160001249669976064,0.0,1,0,959904584318816256,1,3470,342,0.0,373,8,1,0,0,7.0,0
3490,1160001279013400576,0.0,0,1,987509371767836672,1,468,347,0.0,50,17,2,0,3,6.0,1
3491,1160001291764064256,0.0,0,2,976113951028252672,1,3958,131,0.0,365,4,1,0,1,5.0,1
